WKT	type	lat	lon	osm_id	osm_way_id	amenity	name	name:fr	name:en	health_facility:type	healthcare	id:uuid	is_in:health_area	 is_in:health_zone	building:levels	building:material	building:condition	addr:housenumber	 addr:street	 addr:city	source	source:data	source:date	source:name	source_ref	survey:date	 note	 attribution	other_tags
"MULTIPOLYGON (((15.3595918 -4.4018191,15.3595879 -4.4019106,15.3595443 -4.4019087,15.3595459 -4.4018713,15.359529 -4.4018705,15.3595313 -4.4018165,15.3595918 -4.4018191)))"	multipolygons	-4.4018448	15.3595603996099		"620972195"	hospital	polyclinic Dr diwulu								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Rue Nzoku"",""building""=>""yes"""
"MULTIPOLYGON (((30.1536439 1.2183453,30.1539155 1.2183199,30.1539325 1.2183878,30.1541871 1.2178107,30.1539325 1.2178192,30.1536439 1.2183453)))"	multipolygons	1.21806955	30.1539340347821		"629635257"	hospital					hospital																		
"MULTIPOLYGON (((15.3151439 -4.4253636,15.3151786 -4.4253254,15.3152363 -4.4253776,15.3152016 -4.4254157,15.3151439 -4.4253636)))"	multipolygons	-4.4253706	15.3151901074257		"634225742"	hospital	Centre de Santé Lambano									brick	poor	"35"											"""addr:city""=>""kinshasa"",""addr:street""=>""Avenue des ecuries"",""building""=>""yes"",""is_in:admin_level7""=>""lemba"",""is_in:admin_level8""=>""mbanza_lemba"""
"MULTIPOLYGON (((15.315325 -4.4255267,15.3153752 -4.4254709,15.3154141 -4.4255056,15.3153639 -4.4255615,15.315325 -4.4255267)))"	multipolygons	-4.42551615	15.3153695584895		"634225745"	hospital	Centre de Santé Making									brick	poor												"""addr:city""=>""Sacramento"",""building""=>""yes"",""is_in:admin_level7""=>""lemba"",""is_in:admin_level8""=>""mbanza_lemba"""
"MULTIPOLYGON (((15.3156541 -4.4248331,15.3157161 -4.4247559,15.3158422 -4.4248565,15.3158106 -4.4248957,15.3157801 -4.4249337,15.3156541 -4.4248331)))"	multipolygons	-4.4248448	15.3157481441849		"634256144"	hospital	Hôpital Cadeco									brick	average	58 bis											"""addr:city""=>""kinshasa"",""addr:street""=>""Zaba"",""building""=>""yes"",""is_in:admin_level7""=>""lemba"",""is_in:admin_level8""=>""Mbanza Lemba"""
"MULTIPOLYGON (((15.3405887 -4.4073244,15.3406557 -4.4073418,15.3406278 -4.4074489,15.3405608 -4.4074315,15.3405887 -4.4073244)))"	multipolygons	-4.40738665	15.34060825		"635609311"	hospital	Centre de Santé Saint-Louis								"1"	brick	poor	"44"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Sukama"",""building""=>""hospital"""
"MULTIPOLYGON (((15.3424354 -4.4067949,15.342362 -4.4067131,15.342416 -4.406665,15.3424894 -4.4067468,15.3424354 -4.4067949)))"	multipolygons	-4.40672995	15.3424257		"635609347"	hospital	Centre de Santé et Maternité Kimia								"1"	brick	average	"26"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Tuka-congo"",""building""=>""hospital"",""religion""=>""christian"""
"MULTIPOLYGON (((15.3442284 -4.4186606,15.3442783 -4.4186666,15.3442676 -4.4187549,15.3442177 -4.4187489,15.3442284 -4.4186606)))"	multipolygons	-4.41870775	15.344248		"635620259"	hospital	Centre de Santé et Maternité Croix Rouge								"1"	brick	poor	"3"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Yongo"",""building""=>""yes"""
"MULTIPOLYGON (((15.3407724 -4.4049109,15.3408837 -4.4048681,15.3409128 -4.4049432,15.3408014 -4.404986,15.3407724 -4.4049109)))"	multipolygons	-4.40492705	15.3408425892477		"635634867"	hospital	Ronald Médical Center								"1"	brick	poor	"44"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Kinzau"",""building""=>""yes"""
"MULTIPOLYGON (((15.3427908 -4.4156721,15.3428226 -4.4156523,15.3428494 -4.4156951,15.3428176 -4.4157149,15.3427908 -4.4156721)))"	multipolygons	-4.4156836	15.3428201		"635688342"	pharmacy	Pharmacie Fortune								"1"	brick	average	"20"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Bumba"",""building""=>""yes"""
"MULTIPOLYGON (((15.3427237 -4.4155572,15.3428233 -4.4154634,15.3428689 -4.4155116,15.3427693 -4.4156053,15.3427237 -4.4155572)))"	multipolygons	-4.4155344	15.3427962870812		"635688365"	clinic	Centre médical Fortune								"1"	brick	average	"20"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Bumba"",""building""=>""yes"""
"MULTIPOLYGON (((15.3412136 -4.4138189,15.3412681 -4.4137741,15.341319 -4.4138356,15.3412646 -4.4138804,15.3412136 -4.4138189)))"	multipolygons	-4.41382725	15.3412663067886		"635697200"	hospital	Centre médical Glaurianne								"1"	brick	average	"42"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Pinzi"",""building""=>""yes"""
"MULTIPOLYGON (((15.3450854 -4.412578,15.3451042 -4.4125165,15.3451726 -4.4125372,15.3451538 -4.4125988,15.3450854 -4.412578)))"	multipolygons	-4.4125576	15.3451290050618		"635707048"	hospital	Hopital Rapha									brick	average	"13"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Inga"",""building""=>""hospital"""
"MULTIPOLYGON (((15.348528 -4.4068324,15.348469 -4.4068484,15.3484236 -4.4066826,15.3484827 -4.4066665,15.348528 -4.4068324)))"	multipolygons	-4.4067575	15.3484758287551		"635707934"	hospital	Centre Medical Bon Acceuil								"1"	brick	poor	"62"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Nsau"",""building""=>""yes"""
"MULTIPOLYGON (((15.339831 -4.406474,15.3398806 -4.4063497,15.3399615 -4.4063818,15.3399119 -4.4065061,15.339831 -4.406474)))"	multipolygons	-4.4064279	15.33989625		"635715492"	doctors	Centre et Maternité la Delivrance											"37"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kimuisi"",""addr:ward""=>""Ngomba"",""building""=>""yes"",""man_made""=>""oui"""
"MULTIPOLYGON (((15.3414792 -4.4040738,15.3415382 -4.4040525,15.3415525 -4.4040916,15.3414935 -4.404113,15.3414792 -4.4040738)))"	multipolygons	-4.4040827	15.3415158458482		"635959674"	hospital	Centre Médical Kiminalengi								"1"	brick	poor	"39"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Mayinda"",""building""=>""yes"""
"MULTIPOLYGON (((15.3416178 -4.4076037,15.3416589 -4.407589,15.3416772 -4.4076397,15.341636 -4.4076544,15.3416178 -4.4076037)))"	multipolygons	-4.4076217	15.3416474822485		"635960499"	clinic	Clinique Bomoyi								"1"	brick	average	"42"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Tuka-Congo"",""building""=>""hospital"""
"MULTIPOLYGON (((15.3465905 -4.3953463,15.3467527 -4.3953342,15.3467667 -4.3955194,15.3466045 -4.3955315,15.3465905 -4.3953463)))"	multipolygons	-4.39543285	15.3466786		"635963959"	pharmacy	Leader								"1"	brick	poor	"1"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Batende 1"",""building""=>""yes"",""is_in:admin_level7""=>""Matete"",""is_in:admin_level8""=>""Viri"""
"MULTIPOLYGON (((15.3432856 -4.4046889,15.3433505 -4.404642,15.3433983 -4.4047077,15.3433334 -4.4047546,15.3432856 -4.4046889)))"	multipolygons	-4.4046983	15.34334195		"635965043"	pharmacy	Bonheur Pharma								"1"	brick	average												"""addr:city""=>""Kinshasa"",""building""=>""yes"""
"MULTIPOLYGON (((15.3481163 -4.4002569,15.348169 -4.4002489,15.3481771 -4.400301,15.3481244 -4.4003091,15.3481163 -4.4002569)))"	multipolygons	-4.40027895	15.3481466967164		"635975529"	pharmacy									"1"	brick	good	"69"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Fuma"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""De la Paix"""
"MULTIPOLYGON (((15.3466275 -4.4079026,15.3467075 -4.4078795,15.3467411 -4.4079951,15.3466612 -4.4080183,15.3466275 -4.4079026)))"	multipolygons	-4.40794885	15.3466843141777		"635990928"	pharmacy	Pharmacie Talo Malamu								"1"	brick	average	"84"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Nsau"",""building""=>""yes"""
"MULTIPOLYGON (((15.3500542 -4.3997027,15.3502253 -4.3997122,15.3502192 -4.3998231,15.350048 -4.3998136,15.3500542 -4.3997027)))"	multipolygons	-4.3997629	15.3501366728584		"635998309"	clinic	Centre de Santé KIMIA								"1"	brick	average	"40"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Fuma"",""building""=>""yes"""
"MULTIPOLYGON (((15.3502849 -4.3995035,15.3503128 -4.399505,15.350309 -4.399573,15.3502811 -4.3995715,15.3502849 -4.3995035)))"	multipolygons	-4.39953825	15.35029695		"635998325"	pharmacy	Pharmacie Communautaire II								"1"	brick	average	"42"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kimayala"",""building""=>""yes"""
"MULTIPOLYGON (((15.3502648 -4.3993189,15.350309 -4.3993197,15.3503076 -4.3993973,15.3502634 -4.3993965,15.3502648 -4.3993189)))"	multipolygons	-4.3993581	15.3502862		"635998354"	pharmacy	Pharmacie Communautaire								"1"	brick	average	"40"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kimayala"",""building""=>""yes"""
"MULTIPOLYGON (((15.3470555 -4.3992374,15.347125 -4.399236,15.3471263 -4.3993015,15.3470568 -4.3993029,15.3470555 -4.3992374)))"	multipolygons	-4.39926945	15.3470909		"636022652"	pharmacy	Pharmacie Mangala									brick	average	"70"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kimayala"",""building""=>""yes"""
"MULTIPOLYGON (((15.3476 -4.3996786,15.3476688 -4.3996732,15.3476728 -4.399724,15.347604 -4.3997295,15.3476 -4.3996786)))"	multipolygons	-4.3997013	15.3476363982442		"636022679"	doctors	Centre de Santé Miséricordieux								"1"	brick	average	"67"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Ngoyulu"",""building""=>""yes"""
"MULTIPOLYGON (((15.3472245 -4.3993457,15.3474037 -4.3993396,15.3474077 -4.3994573,15.3472285 -4.3994634,15.3472245 -4.3993457)))"	multipolygons	-4.3994015	15.3473161		"636022688"	hospital	Centre Médical et Maternité Shaloom								"2"	brick	average	"71"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kimayala"",""building""=>""yes"""
"MULTIPOLYGON (((25.9297847 -2.9391956,25.9301326 -2.9393332,25.9300205 -2.9396829,25.9298197 -2.939599,25.9297263 -2.9398462,25.9294461 -2.9397529,25.9293924 -2.9398765,25.9291099 -2.9397622,25.9292422 -2.9393999,25.9292733 -2.9393145,25.9295605 -2.9394264,25.9294741 -2.9396643,25.9296096 -2.9397109,25.9296983 -2.9394474,25.9297847 -2.9391956)))"	multipolygons	-2.9395232	25.9298722387657		"637808394"	hospital	Hopital SNCC/KINDU				hospital																		"""addr:city""=>""Kindu"""
"MULTIPOLYGON (((25.9284149 -2.9346653,25.9294113 -2.9352509,25.9294172 -2.9365879,25.9291688 -2.9371935,25.9276015 -2.9369826,25.9277385 -2.936144,25.9280915 -2.9351842,25.9284149 -2.9346653)))"	multipolygons	-2.93569745	25.9286580024682		"637808401"	hospital	Hôpital Général de Référence de Kindu/HGR				hospital																		"""addr:city""=>""Kindu"""
"MULTIPOLYGON (((15.3338349 -4.4294952,15.3339314 -4.429407,15.3339856 -4.4294658,15.333889 -4.4295541,15.3338349 -4.4294952)))"	multipolygons	-4.4294805	15.3339102507833		"642216710"	clinic	AMOS								"1"	stone	average	"5"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mbongo"",""building""=>""yes"",""is_in:admin_level7""=>""Mont_Ngafula"""
"MULTIPOLYGON (((15.351166 -4.4390213,15.3511676 -4.43894,15.3512655 -4.438942,15.3512639 -4.4390233,15.351166 -4.4390213)))"	multipolygons	-4.43898165	15.35121575		"642501783"	clinic	Dispensaire Simon la Grace								"1"	brick	average	"22"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kisantu"",""building""=>""yes"",""is_in:admin_level7""=>""Mont Ngafula"",""is_in:admin_level8""=>""N'djili Kilambo"""
"MULTIPOLYGON (((15.3247748 -4.4257681,15.32485 -4.425775,15.3248431 -4.425849,15.3247679 -4.4258421,15.3247748 -4.4257681)))"	multipolygons	-4.42580855	15.32480895		"642509440"	doctors	Centre de Santé La Grâce								"1"	brick	average	"36"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Yumbi 1"",""building""=>""yes"""
"MULTIPOLYGON (((15.3183196 -4.4240565,15.318342 -4.4240247,15.3184587 -4.4241063,15.3184363 -4.4241381,15.3183196 -4.4240565)))"	multipolygons	-4.4240814	15.31838915		"642516489"	pharmacy	Pharmacie Mère									brick	average	"34"											"""addr:city""=>""kinshasa"",""addr:street""=>""Binza"",""building""=>""commercial"",""is_in:admin_level7""=>""kisenso"",""is_in:admin_level8""=>""mbuku"""
"MULTIPOLYGON (((15.318207 -4.4239803,15.3182326 -4.4239419,15.3183043 -4.4239894,15.3182787 -4.4240278,15.318207 -4.4239803)))"	multipolygons	-4.42398485	15.31825565		"642516491"	pharmacy	AKE-Pharma									brick	average	"32"											"""addr:city""=>""kinshasa"",""addr:street""=>""Binza"",""building""=>""commercial"",""is_in:admin_level7""=>""kisenso"",""is_in:admin_level8""=>""mbuku"""
"MULTIPOLYGON (((15.3176618 -4.4238246,15.3176989 -4.4237785,15.3178518 -4.4239009,15.3178147 -4.4239469,15.3176618 -4.4238246)))"	multipolygons	-4.42386275	15.3177568194834		"642516580"	pharmacy	Centre de Santé Congo Fort									brick	good												"""addr:city""=>""kinshasa"",""building""=>""yes"",""is_in:admin_level7""=>""lemba"",""is_in:admin_level8""=>""mbanza_lemba"""
"MULTIPOLYGON (((15.3207785 -4.4254267,15.3207658 -4.4254754,15.3206658 -4.4254493,15.3206815 -4.4253893,15.3206909 -4.4253918,15.3207095 -4.4253211,15.3208066 -4.4253464,15.320785 -4.4254284,15.3207785 -4.4254267)))"	multipolygons	-4.42540925	15.3207331620701		"642521066"	doctors	Centre de Santé Tobatela								"1"	brick	poor	"23"											"""addr:city""=>""kinshasa"",""addr:street""=>""Kasanza"",""building""=>""hospital"""
"MULTIPOLYGON (((15.3211804 -4.4254497,15.3211498 -4.4256261,15.3211063 -4.4256186,15.321112 -4.4255859,15.3210496 -4.4255751,15.3210745 -4.4254315,15.321144 -4.4254435,15.3211804 -4.4254497)))"	multipolygons	-4.4255124	15.3211149977723		"642521122"	doctors	Centre de Santé CADECO									brick	average	"16"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kasanza"",""building""=>""yes"""
"MULTIPOLYGON (((15.3189433 -4.4249143,15.3190158 -4.424834,15.319111 -4.4249196,15.3190385 -4.4249999,15.3189433 -4.4249143)))"	multipolygons	-4.42491695	15.31902715		"642527772"	hospital	Centre de Sante Bongayasa									brick	average	"41"											"""addr:city""=>""kinshasa"",""addr:street""=>""Luadi"",""building""=>""yes"",""is_in:admin_level7""=>""kisenso"",""is_in:admin_level8""=>""mbuku"""
"MULTIPOLYGON (((15.3352656 -4.4257451,15.3352586 -4.4258054,15.3353472 -4.4258155,15.3353542 -4.4257552,15.3352656 -4.4257451)))"	multipolygons	-4.4257803	15.3353064		"642536431"	hospital	Centre de Santé Ma Lucie								"1"	brick	average												"""addr:city""=>""kinshasa"",""addr:street""=>""Ndala"",""building""=>""yes"",""is_in:admin_level7""=>""kisenso"",""is_in:admin_level8""=>""amba"""
"MULTIPOLYGON (((15.3178503 -4.4258085,15.3178768 -4.4258157,15.3178656 -4.4258563,15.3178391 -4.425849,15.3178503 -4.4258085)))"	multipolygons	-4.42583235	15.3178579556705		"642538799"	doctors	Centre Médical Bolingo									brick	average	"45"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mbandaka"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Mbuku"""
"MULTIPOLYGON (((15.3180393 -4.4253225,15.3180843 -4.4252703,15.3181896 -4.4253605,15.3181446 -4.4254127,15.3180393 -4.4253225)))"	multipolygons	-4.4253415	15.31811445		"642538849"	doctors	Centre Médical Bolingo									brick	average	"45"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mbandaka"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Mbuku"""
"MULTIPOLYGON (((15.3539166 -4.4349191,15.3539984 -4.4349408,15.3539722 -4.435039,15.3538904 -4.4350174,15.3539166 -4.4349191)))"	multipolygons	-4.4349791	15.3539443948024		"642546733"	hospital	Centre de Santé ML Don Divin								"1"	brick		"4"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Nzongia"",""building""=>""yes"""
"MULTIPOLYGON (((15.353238 -4.4326989,15.353316 -4.4327263,15.3532768 -4.4328513,15.3531974 -4.4328319,15.353238 -4.4326989)))"	multipolygons	-4.4327791	15.3532564799074		"642556088"	hospital	Centre Médical et Maternité Les Anges								"1"	brick	average	"13"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Salongo"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""kabila"",""religion""=>""christian"""
"MULTIPOLYGON (((15.3542384 -4.4328299,15.3543328 -4.4328341,15.3543288 -4.432925,15.3542344 -4.4329208,15.3542384 -4.4328299)))"	multipolygons	-4.43287745	15.3542836		"642556130"	doctors	Centre de Santé Saint Ambroise								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue de l'Eglise"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Kabila"""
"MULTIPOLYGON (((15.333269 -4.42013,15.3332471 -4.4201731,15.3331782 -4.4201382,15.3332016 -4.4200924,15.3332026 -4.4200929,15.3332208 -4.4200573,15.3333051 -4.4201,15.3332855 -4.4201383,15.333269 -4.42013)))"	multipolygons	-4.420115	15.3332437385175		"642573317"	hospital	Centre Médical El Rapha								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Salongo"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Amba"""
"MULTIPOLYGON (((15.3400891 -4.4248599,15.3401214 -4.4249501,15.3400449 -4.4249774,15.3400126 -4.4248872,15.3400891 -4.4248599)))"	multipolygons	-4.42491865	15.340067		"642575083"	hospital	Centre Elikia								"1"	brick	average	"19"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Nangami Kongo"",""building""=>""yes"""
"MULTIPOLYGON (((15.3409555 -4.4216437,15.3409268 -4.4217002,15.3410529 -4.4217639,15.3410816 -4.4217074,15.3409555 -4.4216437)))"	multipolygons	-4.4217038	15.3410042		"642584882"	hospital	Cliniques de santé Vision Médical								"1"	brick	poor	"133"											"""addr:city""=>""kinshasa"",""addr:street""=>""mulele"",""building""=>""yes"""
"MULTIPOLYGON (((15.3411948 -4.4220942,15.3413475 -4.4219903,15.3412499 -4.4218477,15.3410972 -4.4219517,15.3411948 -4.4220942)))"	multipolygons	-4.421971	15.3412223546349		"642584900"	hospital	Centre de Santé Vision Médical								"1"	brick	poor	"133"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Mulele"",""building""=>""yes"""
"MULTIPOLYGON (((15.3254389 -4.4323383,15.3254691 -4.4322881,15.3255194 -4.4323182,15.3254891 -4.4323684,15.3254389 -4.4323383)))"	multipolygons	-4.43232825	15.32547913999		"642593686"	hospital	Bolingo								"1"	brick	average												"""addr:city""=>""kinshasa"",""addr:street""=>""Bulema"",""building""=>""hospital"",""is_in:admin_level7""=>""mont_ngafula"",""is_in:admin_level8""=>""plateau_1"""
"MULTIPOLYGON (((15.3207087 -4.4225601,15.3207752 -4.4224994,15.3208601 -4.4225918,15.320806 -4.4226413,15.3207741 -4.4226066,15.3207618 -4.4226179,15.3207087 -4.4225601)))"	multipolygons	-4.42257595	15.3207843988426		"642601670"	hospital	Polyclinique Les Merveilles de Dieu de Kinsenso																						"""building""=>""yes"""
"MULTIPOLYGON (((15.3181875 -4.4250975,15.3182288 -4.4250494,15.3182848 -4.4250972,15.3182435 -4.4251453,15.3181875 -4.4250975)))"	multipolygons	-4.42509735	15.31823615		"643341053"	hospital	Centre de Santé Bolingo									brick	average												"""addr:city""=>""kinshasa"",""building""=>""yes"",""is_in:admin_level7""=>""kisenso"",""is_in:admin_level8""=>""mbuku"""
"MULTIPOLYGON (((15.3415423 -4.4277405,15.3415953 -4.4276937,15.3416336 -4.4277368,15.3415806 -4.4277836,15.3415423 -4.4277405)))"	multipolygons	-4.42773865	15.34158795		"643346122"	pharmacy	L'homme Phar								"1"	brick	poor	"44"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Nangami Kongo"",""building""=>""yes"""
"MULTIPOLYGON (((15.3245571 -4.4251764,15.3246315 -4.4251878,15.3246261 -4.4252225,15.3245518 -4.4252111,15.3245571 -4.4251764)))"	multipolygons	-4.42519945	15.3245916332133		"643349234"	doctors	Centre de Santé El-shaddai									brick	poor	"31"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kingudi"",""building""=>""yes"""
"MULTIPOLYGON (((15.3295142 -4.4236162,15.3294711 -4.4236158,15.32947 -4.4237318,15.3295131 -4.4237322,15.3295142 -4.4236162)))"	multipolygons	-4.423674	15.3294921		"643388628"	hospital	Centre de Santé Saint Abel								"1"	brick	average	"9"											"""addr:city""=>""kinshasa"",""addr:street""=>""Bapende"",""building""=>""yes"""
"MULTIPOLYGON (((15.3263907 -4.4200084,15.3264681 -4.4200005,15.3264762 -4.4200793,15.3263988 -4.4200872,15.3263907 -4.4200084)))"	multipolygons	-4.42004385	15.32643345		"643391904"	clinic	Centre de Santé Flimo								"1"	brick	poor	"16"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kenge"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Libération"""
"MULTIPOLYGON (((15.3269718 -4.4191041,15.3269012 -4.4191103,15.3268975 -4.4190686,15.3269682 -4.4190624,15.3269718 -4.4191041)))"	multipolygons	-4.41908635	15.326934671283		"643391918"	doctors	Mwamba																						"""building""=>""yes"""
"MULTIPOLYGON (((15.3266331 -4.420638,15.3266672 -4.4206085,15.326729 -4.4206796,15.3266948 -4.4207091,15.3266331 -4.420638)))"	multipolygons	-4.4206588	15.3266810353727		"643392088"	doctors	La Révélation																						"""building""=>""yes"""
"MULTIPOLYGON (((15.3521343 -4.433691,15.3521458 -4.4336556,15.352233 -4.4336836,15.3522215 -4.4337191,15.3521343 -4.433691)))"	multipolygons	-4.4336873	15.3521836516929		"643680308"	clinic	Centre de Santé TRESKA								"1"	concrete	average	"13"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Moanda"",""building""=>""mixed"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Kabila"""
"MULTIPOLYGON (((15.3493407 -4.4280398,15.3493857 -4.4280307,15.3494038 -4.4281196,15.3493588 -4.4281287,15.3493407 -4.4280398)))"	multipolygons	-4.4280797	15.34937225		"643700114"	hospital	Univers Médical								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Pululu"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Kabila"""
"MULTIPOLYGON (((15.328979 -4.4224105,15.3289785 -4.4224874,15.3290757 -4.4224882,15.3290763 -4.4224113,15.328979 -4.4224105)))"	multipolygons	-4.42244935	15.3290273752601		"643701398"	pharmacy	Pharmacie MT								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Ngandajika"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Amba"""
"MULTIPOLYGON (((15.3449889 -4.4262461,15.344976 -4.4261954,15.3450712 -4.4261714,15.3450841 -4.426222,15.3449889 -4.4262461)))"	multipolygons	-4.4262087	15.3450300466561		"643713590"	clinic	Centre de Santé Sainte Lucie								"1"	brick	average												"""addr:city""=>""Kinshasa"",""building""=>""yes"""
"MULTIPOLYGON (((15.3524646 -4.4311379,15.3525398 -4.4311623,15.352501 -4.4312813,15.3524257 -4.4312569,15.3524646 -4.4311379)))"	multipolygons	-4.4312096	15.3524827698739		"643732692"	hospital	Dispensaire								"1"	brick	poor												"""addr:city""=>""Kinshasa"",""addr:street""=>""Luki"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"""
"MULTIPOLYGON (((15.3391819 -4.4200044,15.3391282 -4.4201207,15.3390766 -4.4200971,15.3391302 -4.4199807,15.3391819 -4.4200044)))"	multipolygons	-4.42005075	15.3391292208971		"644312085"	hospital	Centre de Santé Malulu Matundu								"1"	brick	average	"33"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Lukusu"",""building""=>""yes"""
"MULTIPOLYGON (((15.329491 -4.4226212,15.3295267 -4.4226224,15.3295253 -4.4226605,15.3294897 -4.4226593,15.329491 -4.4226212)))"	multipolygons	-4.42264085	15.3295081757874		"644313140"	pharmacy	Pharmacie NICE								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Ngandajika"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Amba"""
"MULTIPOLYGON (((15.3394474 -4.4204216,15.3395373 -4.4204631,15.3394975 -4.4205487,15.3394077 -4.4205072,15.3394474 -4.4204216)))"	multipolygons	-4.42048515	15.3394724871203		"644314812"	hospital	Centre de Santé Unames								"1"	brick	poor	"38"											"""addr:city""=>""kinshasa"",""addr:street""=>""Bwenze"",""building""=>""yes"""
"MULTIPOLYGON (((15.3313116 -4.422341,15.3313243 -4.4223293,15.3313417 -4.422348,15.331329 -4.4223597,15.3313116 -4.422341)))"	multipolygons	-4.4223445	15.33132665		"644320490"	pharmacy	Iza 2 Pharma								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Ngandajika"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Amba"""
"MULTIPOLYGON (((15.3386032 -4.4210239,15.3386407 -4.42104,15.3386218 -4.421084,15.3385842 -4.421068,15.3386032 -4.4210239)))"	multipolygons	-4.421054	15.3386124590548		"644324686"	pharmacy									"1"	brick	average	"42"											"""addr:city""=>""kinshasa"",""addr:street""=>""Lukusu"",""building""=>""yes"",""fixeme""=>""Nom de la Pharmacie et de l'Avenue"""
"MULTIPOLYGON (((15.3327088 -4.4218719,15.3327392 -4.4218122,15.3328142 -4.4218502,15.3328071 -4.421864,15.332841 -4.4218812,15.3328176 -4.4219271,15.3327088 -4.4218719)))"	multipolygons	-4.42186795	15.3327628482824		"644329745"	hospital	Centre Médical Boyokani								"1"	brick	average	"11"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Ladi"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Amba"""
"MULTIPOLYGON (((15.3320606 -4.4216477,15.3320944 -4.4215869,15.3321755 -4.4216317,15.3321417 -4.4216925,15.3320606 -4.4216477)))"	multipolygons	-4.4216397	15.33211805		"644336053"	pharmacy	Pharmacie Chris Angel								"1"	brick	average	"12"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Ladi"",""building""=>""yes"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Amba"""
